sk_local,uf,municipio,br,km,regional,delegacia,uop
6439,PI,TERESINA,316,5.0,SPRF-PI,DEL01-PI,UOP02-DEL01-PI
6440,RS,CARAZINHO,285,339.0,SPRF-RS,DEL08-RS,UOP03-DEL08-RS
6441,MG,SANTANA DO PARAISO,381,242.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
6442,GO,ACREUNA,60,297.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6443,SC,ARAQUARI,101,67.0,SPRF-SC,DEL03-SC,UOP02-DEL03-SC
6444,BA,BUERAREMA,101,527.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
6445,GO,ABADIANIA,60,72.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
6446,PI,ALTOS,343,316.0,SPRF-PI,DEL01-PI,UOP01-DEL01-PI
6447,RJ,ANGRA DOS REIS,101,462.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
6448,PE,JABOATAO DOS GUARARAPES,101,81.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
6449,SC,LAGUNA,101,0.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
6450,RS,BENTO GONCALVES,470,0.0,SPRF-RS,DEL06-RS,UOP01-DEL06-RS
6451,PI,PARNAIBA,343,26.0,SPRF-PI,DEL05-PI,UOP01-DEL05-PI
6452,MS,DEODAPOLIS,376,0.0,SPRF-MS,DEL04-MS,UOP04-DEL04-MS
6453,PR,FOZ DO IGUACU,277,0.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
6454,RN,NATAL,101,84.0,SPRF-RN,DEL02-RN,UOP01-DEL02-RN
6455,BA,NOVA VICOSA,418,100.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
6456,RJ,BARRA MANSA,116,284.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
6457,RJ,SEROPEDICA,465,13.0,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ
6458,PE,GARANHUNS,423,96.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
6459,PI,PICOS,407,426.0,SPRF-PI,DEL04-PI,UOP01-DEL04-PI
6460,RJ,RIO BONITO,101,268.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
6461,ES,JAGUARE,101,97.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
6462,SE,UMBAUBA,101,185.0,SPRF-SE,DEL02-SE,UOP03-DEL02-SE
6463,PI,TERESINA,343,339.0,SPRF-PI,DEL01-PI,UOP01-DEL01-PI
6464,SE,NEOPOLIS,349,18.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
6465,PR,SAO JOSE DOS PINHAIS,277,58.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
6466,SC,XAXIM,282,521.0,SPRF-SC,DEL07-SC,UOP01-DEL07-SC
6467,PI,COCAL DE TELHA,343,0.0,SPRF-PI,DEL01-PI,UOP03-DEL01-PI
6468,BA,TEOLANDIA,101,342.0,SPRF-BA,DEL05-BA,UOP03-DEL05-BA
6469,SP,SAO JOSE DOS CAMPOS,116,156.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
6470,RS,SAO LEOPOLDO,116,247.0,SPRF-RS,DEL01-RS,UOP02-DEL01-RS
6471,SP,ATIBAIA,381,53.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
6472,PA,BENEVIDES,316,20.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
6473,PR,CASCAVEL,277,597.0,SPRF-PR,DEL04-PR,UOP01-DEL04-PR
6474,MG,RIBEIRAO DAS NEVES,40,508.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
6475,PI,OEIRAS,230,200.0,SPRF-PI,DEL03-PI,UOP01-DEL03-PI
6476,TO,FIGUEIROPOLIS,153,722.0,SPRF-TO,DEL01-TO,UOP02-DEL01-TO
6477,GO,RIO VERDE,452,9.0,SPRF-GO,DEL04-GO,UOP01-DEL04-GO
6478,MG,IGARAPE,381,517.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
6479,PR,QUATRO BARRAS,116,67.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
6480,PR,MORRETES,277,33.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
6481,SC,BIGUACU,101,19.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
6482,RS,CAPAO DO LEAO,392,0.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
6483,TO,PALMAS,10,461.0,SPRF-TO,DEL01-TO,UOP03-DEL01-TO
6484,DF,BRASILIA,60,13.0,SPRF-DF,DEL03-DF,UOP01-DEL03-DF
6485,MG,SANTA CRUZ DE SALINAS,251,245.0,SPRF-MG,DEL12-MG,UOP02-DEL12-MG
6486,PR,MARMELEIRO,280,0.0,SPRF-PR,DEL02-PR,UOP01-DEL02-PR
6487,RJ,VOLTA REDONDA,393,298.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
6488,PR,BOCAIUVA DO SUL,476,96.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
6489,GO,RIALMA,153,297.0,SPRF-GO,DEL02-GO,UOP02-DEL02-GO
6490,RN,SAO FERNANDO,427,0.0,SPRF-RN,DEL03-RN,UOP01-DEL03-RN
6491,PR,CAMBIRA,376,223.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
6492,MG,JOAO MONLEVADE,381,334.0,SPRF-MG,DEL03-MG,UOP01-DEL03-MG
6493,PE,IGARASSU,101,43.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
6494,GO,MAURILANDIA,452,79.0,SPRF-GO,DEL04-GO,UOP01-DEL04-GO
6495,RN,RIACHUELO,304,244.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
6496,PR,MARINGA,376,17.0,SPRF-PR,DEL09-PR,UOP01-DEL09-PR
6497,SP,CAJATI,116,0.0,SPRF-SP,DEL05-SP,UOP01-DEL05-SP
6498,PR,TIJUCAS DO SUL,376,621.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
6499,SC,ILHOTA,470,19.0,SPRF-SC,DEL04-SC,UOP04-DEL04-SC
6500,PR,PARANAGUA,277,11.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
6501,RJ,ITAGUAI,101,402.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
6502,MT,JACIARA,364,289.0,SPRF-MT,DEL05-MT,UOP02-DEL05-MT
6503,PE,SANHARO,232,0.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
6504,SE,ITABAIANA,235,55.0,SPRF-SE,DEL01-SE,UOP02-DEL01-SE
6505,ES,GUARAPARI,101,381.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
6506,RJ,ANGRA DOS REIS,101,494.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
6507,PR,FOZ DO IGUACU,469,15.0,SPRF-PR,DEL05-PR,UOP04-DEL05-PR
6508,RO,VILHENA,364,86.0,SPRF-RO,DEL04-RO,UOP01-DEL04-RO
6509,RS,SANTO ANGELO,392,0.0,SPRF-RS,DEL10-RS,UOP01-DEL10-RS
6510,PR,PIRAQUARA,116,78.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
6511,PI,CAMPO MAIOR,343,267.0,SPRF-PI,DEL01-PI,UOP03-DEL01-PI
6512,MS,IVINHEMA,376,141.0,SPRF-MS,DEL04-MS,UOP04-DEL04-MS
6513,RS,RIO GRANDE,392,37.0,SPRF-RS,DEL07-RS,UOP02-DEL07-RS
6514,BA,AMELIA RODRIGUES,324,543.0,SPRF-BA,DEL11-BA,UOP02-DEL11-BA
6515,MG,CATUJI,116,207.0,SPRF-MG,DEL11-MG,UOP01-DEL11-MG
6516,PE,TACAIMBO,232,170.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
6517,BA,VITORIA DA CONQUISTA,116,1.0,SPRF-BA,DEL08-BA,UOP01-DEL08-BA
6518,RS,CAMPO NOVO,468,0.0,SPRF-RS,DEL08-RS,UOP02-DEL08-RS
6519,RJ,DUQUE DE CAXIAS,40,107.0,SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ
6520,SC,PORTO UNIAO,280,0.0,SPRF-SC,DEL06-SC,UOP04-DEL06-SC
6521,MT,ROSARIO OESTE,364,514.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
6522,BA,LAJE,101,283.0,SPRF-BA,DEL11-BA,UOP01-DEL11-BA
6523,RJ,MAGE,116,125.0,SPRF-RJ,DEL04-RJ,UOP02-DEL04-RJ
6524,RJ,CAMPOS DOS GOYTACAZES,101,59.0,SPRF-RJ,DEL08-RJ,UOP01-DEL08-RJ
6525,MA,SAO LUIS,135,22.0,SPRF-MA,DEL01-MA,UOP01-DEL01-MA
6526,RO,PORTO VELHO,364,711.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
6527,PR,MARINGA,376,171.0,SPRF-PR,DEL09-PR,UOP01-DEL09-PR
6528,SE,ESTANCIA,101,158.0,SPRF-SE,DEL02-SE,UOP01-DEL02-SE
6529,SP,LORENA,459,0.0,SPRF-SP,DEL08-SP,UOP02-DEL08-SP
6530,SC,VARGEM,282,292.0,SPRF-SC,DEL05-SC,UOP02-DEL05-SC
6531,GO,RIO VERDE,60,375.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6532,RJ,SAO GONCALO,101,316.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
6533,GO,JATAI,364,163.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
6534,GO,SANTO ANTONIO DA BARRA,60,349.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6535,BA,MARAU,101,0.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
6536,RS,ELDORADO DO SUL,290,133.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
6537,SP,JUQUITIBA,116,340.0,SPRF-SP,DEL04-SP,UOP03-DEL04-SP
6538,MA,TIMON,316,620.0,SPRF-MA,DEL03-MA,UOP02-DEL03-MA
6539,PR,SANTA TEREZA DO OESTE,163,183.0,SPRF-PR,DEL05-PR,UOP05-DEL05-PR
6540,RS,GRAVATAI,290,81.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
6541,MA,ROSARIO,402,15.0,SPRF-MA,DEL01-MA,UOP01-DEL01-MA
6542,RJ,QUEIMADOS,116,196.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
6543,PA,QUATIPURU,308,156.0,SPRF-PA,DEL01-PA,UOP03-DEL01-PA
6544,SP,UBATUBA,101,34.0,SPRF-SP,DEL06-SP,UOP01-DEL06-SP
6545,DF,BRASILIA,70,16.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
6546,BA,JEQUIE,116,676.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
6547,MG,LAVRAS,381,698.0,SPRF-MG,DEL04-MG,UOP02-DEL04-MG
6548,SC,BARRA VELHA,101,89.0,SPRF-SC,DEL03-SC,UOP02-DEL03-SC
6549,RN,JARDIM DO SERIDO,427,0.0,SPRF-RN,DEL03-RN,UOP01-DEL03-RN
6550,RN,PARNAMIRIM,101,107.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
6551,RJ,CASIMIRO DE ABREU,101,208.0,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ
6552,MS,SIDROLANDIA,60,415.0,SPRF-MS,DEL01-MS,UOP04-DEL01-MS
6553,RS,RIO PARDO,290,233.0,SPRF-RS,DEL02-RS,UOP03-DEL02-RS
6554,PR,FOZ DO IGUACU,277,724.0,SPRF-PR,DEL05-PR,UOP03-DEL05-PR
6555,PE,VITORIA DE SANTO ANTAO,232,47.0,SPRF-PE,DEL02-PE,UOP02-DEL02PE
6556,RJ,TRES RIOS,40,16.0,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
6557,RO,PORTO VELHO,319,64.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
6558,SC,RIO DO SUL,470,135.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6559,MT,COMODORO,364,1233.0,SPRF-MT,DEL04-MT,UOP02-DEL04-MT
6560,RO,JI-PARANA,364,340.0,SPRF-RO,DEL02-RO,UOP01-DEL02-RO
6561,GO,ACREUNA,60,321.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6562,PE,CARUARU,104,73.0,SPRF-PE,DEL02-PE,UOP01-DEL02-PE
6563,SP,GUARULHOS,381,88.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
6564,RJ,PETROPOLIS,495,0.0,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
6565,DF,BRASILIA,80,11.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
6566,SP,MIRACATU,116,369.0,SPRF-SP,DEL04-SP,UOP02-DEL04-SP
6567,MA,ACAILANDIA,222,675.0,SPRF-MA,DEL04-MA,UOP03-DEL04-MA
6568,RJ,TERESOPOLIS,116,60.0,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ
6569,PR,TIJUCAS DO SUL,376,649.0,SPRF-PR,DEL01-PR,UOP04-DEL01-PR
6570,PR,CAMPINA GRANDE DO SUL,116,4.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
6571,RS,MORMACO,386,222.0,SPRF-RS,DEL04-RS,UOP03-DEL04-RS
6572,SP,UBATUBA,101,45.0,SPRF-SP,DEL06-SP,UOP01-DEL06-SP
6573,RJ,SAO GONCALO,101,304.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
6574,RJ,RIO DE JANEIRO,0,0.0,SPRF-RS,DEL07-RS,NÃO INFORMADO
6575,PR,CAMPO LARGO,277,118.0,SPRF-PR,DEL03-PR,UOP03-DEL03-PR
6576,BA,ILHEUS,415,31.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
6577,AL,MARAVILHA,316,63.0,SPRF-AL,DEL03-AL,UOP02-DEL03-AL
6578,RN,MOSSORO,304,31.0,SPRF-RN,DEL04-RN,UOP02-DEL04-RN
6579,MT,RONDONOPOLIS,163,117.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
6580,PA,SANTA IZABEL DO PARA,316,51.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
6581,RJ,TRES RIOS,40,23.0,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
6582,SE,ITABAIANA,235,48.0,SPRF-SE,DEL01-SE,UOP02-DEL01-SE
6583,PI,PARNAIBA,343,8.0,SPRF-PI,DEL05-PI,UOP01-DEL05-PI
6584,RS,CANOAS,116,268.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
6585,SP,SAO JOSE DOS CAMPOS,116,151.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
6586,GO,LUZIANIA,40,23.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
6587,PR,GUAIRA,272,560.0,SPRF-PR,DEL06-PR,UOP01-DEL06-PR
6588,MS,PONTA PORA,463,92.0,SPRF-MS,DEL04-MS,UOP03-DEL04-MS
6589,RS,PELOTAS,392,73.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
6590,MT,CAMPO NOVO DO PARECIS,364,840.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
6591,MG,POUSO ALTO,354,739.0,SPRF-MG,DEL17-MG,UOP01-DEL17-MG
6592,PE,CARUARU,104,63.0,SPRF-PE,DEL02-PE,UOP01-DEL02-PE
6593,SC,BLUMENAU,470,63.0,SPRF-SC,DEL04-SC,UOP01-DEL04-SC
6594,RR,BOA VISTA,0,0.0,SPRF-RR,DEL01-RR,NÃO INFORMADO
6595,GO,VALPARAISO DE GOIAS,40,7.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
6596,SC,GOVERNADOR CELSO RAMOS,101,0.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
6597,RS,PORTO ALEGRE,290,86.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
6598,RN,ACARI,427,14.0,SPRF-RN,DEL03-RN,UOP02-DEL03-RN
6599,SP,ATIBAIA,381,48.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
6600,PR,CURITIBA,116,120.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
6601,RJ,NITEROI,101,321.0,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ
6602,SC,CONCORDIA,153,110.0,SPRF-SC,DEL07-SC,UOP04-DEL07-SC
6603,PR,SAO JOSE DOS PINHAIS,277,59.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
6604,MG,CAETANOPOLIS,40,458.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
6605,PR,MORRETES,277,20.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
6606,PI,PARNAIBA,402,36.0,SPRF-PI,DEL05-PI,UOP01-DEL05-PI
6607,SC,SAO JOSE,101,0.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
6608,BA,OLIVEIRA DOS BREJINHOS,242,488.0,SPRF-BA,DEL06-BA,UOP01-DEL06-BA
6609,ES,GUARAPARI,101,335.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
6610,PA,BENEVIDES,316,23.0,SPRF-PA,DEL01-PA,UOP01-DEL01-PA
6611,BA,MASCOTE,101,620.0,SPRF-BA,DEL05-BA,UOP02-DEL05-BA
6612,PR,IBIPORA,369,141.0,SPRF-PR,DEL07-PR,UOP01-DEL07-PR
6613,MG,BETIM,381,5.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
6614,RO,PORTO VELHO,364,740.0,SPRF-RO,DEL01-RO,UOP02-DEL01-RO
6615,SC,SAO JOSE DO CEDRO,163,103.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
6616,PE,GARANHUNS,424,87.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
6617,SC,PALMITOS,158,0.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
6618,PR,MANDAGUACU,376,159.0,SPRF-PR,DEL09-PR,UOP02-DEL09-PR
6619,RJ,QUEIMADOS,116,202.0,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ
6620,PE,OURICURI,316,76.0,SPRF-PE,DEL05-PE,UOP02-DEL05-PE
6621,SC,GASPAR,470,26.0,SPRF-SC,DEL04-SC,UOP04-DEL04-SC
6622,PI,ALTOS,343,321.0,SPRF-PI,DEL01-PI,UOP01-DEL01-PI
6623,AL,RIO LARGO,104,88.0,SPRF-AL,DEL01-AL,UOP01-DEL01-AL
6624,SP,OCAUCU,153,280.0,SPRF-SP,DEL07-SP,UOP02-DEL07-SP
6625,PR,FOZ DO JORDAO,373,420.0,SPRF-PR,DEL08-PR,UOP01-DEL08-PR
6626,AL,RIO LARGO,104,90.0,SPRF-AL,DEL01-AL,UOP01-DEL01-AL
6627,BA,ALAGOINHAS,110,314.0,SPRF-BA,DEL01-BA,UOP04-DEL01-BA
6628,PR,GENERAL CARNEIRO,153,484.0,SPRF-PR,DEL02-PR,UOP03-DEL02-PR
6629,SP,CAJATI,116,505.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
6630,PI,TERESINA,343,344.0,SPRF-PI,DEL01-PI,UOP01-DEL01-PI
6631,RO,JARU,364,427.0,SPRF-RO,DEL03-RO,UOP02-DEL03-RO
6632,CE,CAUCAIA,20,405.0,SPRF-CE,DEL01-CE,UOP01-DEL01-CE
6633,PE,JABOATAO DOS GUARARAPES,101,79.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
6634,DF,BRASILIA,251,0.0,SPRF-DF,DEL01-DF,UOP01-DEL01-DF
6635,PR,PONTA GROSSA,376,468.0,SPRF-PR,DEL03-PR,UOP01-DEL03-PR
6636,PR,CAMPO DO TENENTE,116,180.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
6637,SC,ARAQUARI,280,21.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
6638,RJ,RIO DE JANEIRO,116,182.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
6639,MG,MONTES CLAROS,251,0.0,SPRF-MG,DEL12-MG,UOP01-DEL12-MG
6640,MT,PRIMAVERA DO LESTE,70,292.0,SPRF-MT,DEL05-MT,UOP01-DEL05-MT
6641,SC,PALHOCA,101,229.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
6642,MG,ARAGUARI,50,46.0,SPRF-MG,DEL15-MG,UOP02-DEL15-MG
6643,RN,ACARI,427,0.0,SPRF-RN,DEL03-RN,UOP01-DEL03-RN
6644,AC,XAPURI,317,216.0,SPRF-AC,DEL01-AC,UOP02-DEL01-AC
6645,AC,RIO BRANCO,364,142.0,SPRF-AC,DEL01-AC,UOP01-DEL01-AC
6646,PI,BOM JESUS,135,351.0,SPRF-PI,DEL03-PI,UOP02-DEL03-PI
6647,RN,MOSSORO,304,13.0,SPRF-RN,DEL04-RN,UOP02-DEL04-RN
6648,MG,SANTA VITORIA,365,819.0,SPRF-MG,DEL15-MG,UOP03-DEL15-MG
6649,PB,ALHANDRA,230,0.0,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
6650,RJ,GUAPIMIRIM,493,19.0,SPRF-RJ,DEL04-RJ,UOP02-DEL04-RJ
6651,RJ,ANGRA DOS REIS,101,496.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
6652,BA,PORTO SEGURO,367,35.0,SPRF-BA,DEL09-BA,UOP03-DEL09-BA
6653,RJ,NOVA IGUACU,116,185.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
6654,PA,MARABA,230,113.0,SPRF-PA,DEL03-PA,UOP01-DEL03-PA
6655,MA,SAO LUIS,135,7.0,SPRF-MA,DEL01-MA,UOP01-DEL01-MA
6656,RS,CAXIAS DO SUL,116,151.0,SPRF-RS,DEL05-RS,UOP01-DEL05-RS
6657,PE,LAJEDO,423,62.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
6658,GO,GOIANIA,153,502.0,SPRF-GO,DEL01-GO,UOP01-DEL01-GO
6659,SC,RIO DO SUL,470,142.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6660,SP,MARILIA,153,263.0,SPRF-SP,DEL07-SP,UOP02-DEL07-SP
6661,MG,CAMPO FLORIDO,262,876.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
6662,RN,NATAL,226,1.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
6663,SC,FLORIANOPOLIS,282,1.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
6664,GO,AGUAS LINDAS DE GOIAS,70,8.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
6665,RJ,BARRA MANSA,116,277.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
6666,MG,ITAOBIM,116,115.0,SPRF-MG,DEL11-MG,UOP02-DEL11-MG
6667,BA,OLINDINA,110,255.0,SPRF-BA,DEL01-BA,UOP04-DEL01-BA
6668,MA,ACAILANDIA,10,302.0,SPRF-MA,DEL04-MA,UOP03-DEL04-MA
6669,SE,ITABAIANA,235,53.0,SPRF-SE,DEL01-SE,UOP02-DEL01-SE
6670,MS,PEDRO GOMES,163,788.0,SPRF-MS,DEL06-MS,UOP01-DEL06-MS
6671,MG,MANHUACU,116,587.0,SPRF-MG,DEL06-MG,UOP03-DEL06-MG
6672,RO,PORTO VELHO,364,710.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
6673,RO,VILHENA,364,16.0,SPRF-RO,DEL04-RO,UOP01-DEL04-RO
6674,AC,RIO BRANCO,364,134.0,SPRF-AC,DEL01-AC,UOP01-DEL01-AC
6675,RO,GUAJARA-MIRIM,425,122.0,SPRF-RO,DEL01-RO,UOP03-DEL01-RO
6676,SC,APIUNA,470,109.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6677,SC,BIGUACU,101,16.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
6678,PE,CARUARU,232,115.0,SPRF-PE,DEL02-PE,UOP03-DEL02-PE
6679,RJ,PARATY,101,0.0,SPRF-RJ,DEL03-RJ,UOP04-DEL03-RJ
6680,RS,NOVA SANTA RITA,386,439.0,SPRF-RS,DEL04-RS,UOP02-DEL04-RS
6681,MS,CAARAPO,163,208.0,SPRF-MS,DEL04-MS,UOP02-DEL04-MS
6682,PB,CAMPINA GRANDE,230,167.0,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
6683,BA,RIBEIRA DO POMBAL,410,2.0,SPRF-BA,DEL07-BA,UOP02-DEL07-BA
6684,GO,ACREUNA,60,302.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6685,PR,PIRAQUARA,277,64.0,SPRF-PR,DEL01-PR,UOP01-DEL01-PR
6686,PE,TRACUNHAEM,408,0.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
6687,SP,ITAPECERICA DA SERRA,116,287.0,SPRF-SP,DEL04-SP,UOP01-DEL04-SP
6688,SC,BOM RETIRO,282,160.0,SPRF-SC,DEL05-SC,UOP01-DEL05-SC
6689,MA,GOVERNADOR EDISON LOBAO,10,0.0,SPRF-MA,DEL04-MA,UOP01-DEL04-MA
6690,MT,PEDRA PRETA,364,134.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
6691,MS,NAVIRAI,163,123.0,SPRF-MS,DEL09-MS,UOP01-DEL09-MS
6692,SE,ROSARIO DO CATETE,101,59.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
6693,MT,SINOP,163,804.0,SPRF-MT,DEL06-MT,UOP02-DEL06-MT
6694,PE,CARUARU,232,120.0,SPRF-PE,DEL02-PE,UOP03-DEL02-PE
6695,MG,BANDEIRA DO SUL,146,0.0,SPRF-MG,DEL09-MG,UOP01-DEL09-MG
6696,RJ,SEROPEDICA,465,6.0,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ
6697,AL,SAO SEBASTIAO,101,208.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
6698,RJ,SILVA JARDIM,101,223.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
6699,PR,UBIRATA,369,426.0,SPRF-PR,DEL04-PR,UOP03-DEL04-PR
6700,MT,CACERES,70,676.0,SPRF-MT,DEL03-MT,UOP02-DEL03-MT
6701,PE,SAO JOSE DO BELMONTE,232,445.0,SPRF-PE,DEL04-PE,UOP01-DEL04-PE
6702,RN,NATAL,226,2.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
6703,PR,GENERAL CARNEIRO,153,491.0,SPRF-PR,DEL02-PR,UOP03-DEL02-PR
6704,PR,ICARAIMA,487,0.0,SPRF-PR,DEL06-PR,UOP03-DEL06-PR
6705,GO,PIRACANJUBA,153,589.0,SPRF-GO,DEL03-GO,UOP01-DEL03-GO
6706,ES,GUARAPARI,101,331.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
6707,MT,NOBRES,364,564.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
6708,RJ,SAO GONCALO,101,305.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
6709,PR,IRATI,153,329.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
6710,PE,ITAPISSUMA,101,37.0,SPRF-PE,DEL01-PE,UOP02-DEL01-PE
6711,ES,CARIACICA,262,0.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES
6712,PR,MARILANDIA DO SUL,376,275.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
6713,SP,APARECIDA,488,0.0,SPRF-SP,DEL08-SP,UOP01-DEL08-SP
6714,MG,PARACATU,40,124.0,SPRF-MG,DEL14-MG,UOP01-DEL14-MG
