sk_local,uf,municipio,br,km,regional,delegacia,uop
6715,MA,PRESIDENTE DUTRA,226,193.0,SPRF-MA,DEL06-MA,UOP01-DEL06-MA
6716,PR,CAMPO MOURAO,272,366.0,SPRF-PR,DEL09-PR,UOP03-DEL09-PR
6717,SC,BARRA VELHA,101,91.0,SPRF-SC,DEL03-SC,UOP02-DEL03-SC
6718,PR,CURITIBA,116,122.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
6719,SP,PARIQUERA-ACU,116,461.0,SPRF-SP,DEL05-SP,UOP01-DEL05-SP
6720,MT,PONTES E LACERDA,174,4.0,SPRF-MT,DEL04-MT,UOP01-DEL04-MT
6721,RJ,SAO JOAO DA BARRA,356,173.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
6722,PR,GUAMIRANGA,373,254.0,SPRF-PR,DEL03-PR,UOP01-DEL03-PR
6723,RO,PORTO VELHO,364,702.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
6724,PR,MARECHAL CANDIDO RONDON,163,280.0,SPRF-PR,DEL06-PR,UOP02-DEL06-PR
6725,RJ,ANGRA DOS REIS,101,428.0,SPRF-RJ,DEL03-RJ,UOP02-DEL03-RJ
6726,BA,CANDEIAS,324,586.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
6727,RS,SANTA CRUZ DO SUL,471,0.0,SPRF-RS,DEL02-RS,UOP03-DEL02-RS
6728,MG,VARJAO DE MINAS,365,0.0,SPRF-MG,DEL10-MG,UOP01-DEL10-MG
6729,PE,SERRA TALHADA,232,412.0,SPRF-PE,DEL04-PE,UOP01-DEL04-PE
6730,GO,GOIANIA,60,170.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
6731,MS,RIBAS DO RIO PARDO,262,195.0,SPRF-MS,DEL01-MS,UOP05-DEL01-MS
6732,RJ,MAGE,116,126.0,SPRF-RJ,DEL04-RJ,UOP02-DEL04-RJ
6733,SC,RIO DO SUL,470,115.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6734,MG,CONSELHEIRO LAFAIETE,40,632.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
6735,DF,BRASILIA,70,13.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
6736,RO,JI-PARANA,364,343.0,SPRF-RO,DEL02-RO,UOP01-DEL02-RO
6737,PE,SALGUEIRO,232,508.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
6738,MG,ESTIVA,381,884.0,SPRF-MG,DEL16-MG,UOP01-DEL16-MG
6739,ES,CARIACICA,101,282.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES
6740,PR,PALMEIRA,277,177.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
6741,MT,JACIARA,364,271.0,SPRF-MT,DEL05-MT,UOP02-DEL05-MT
6742,SE,ARACAJU,235,2.0,SPRF-SE,DEL01-SE,UOP01-DEL01-SE
6743,MT,ROSARIO OESTE,364,507.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
6744,GO,CEZARINA,60,223.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
6745,SC,CAMPOS NOVOS,282,343.0,SPRF-SC,DEL07-SC,UOP06-DEL07-SC
6746,BA,SIMOES FILHO,324,612.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
6747,PE,SALGUEIRO,116,22.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
6748,BA,EUCLIDES DA CUNHA,116,228.0,SPRF-BA,DEL07-BA,UOP03-DEL07-BA
6749,RS,TRES DE MAIO,472,132.0,SPRF-RS,DEL10-RS,UOP01-DEL10-RS
6750,SP,SAO JOSE DOS CAMPOS,116,146.0,SPRF-SP,DEL02-SP,UOP01-DEL02-SP
6751,RJ,RIO DE JANEIRO,101,389.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
6752,GO,PROFESSOR JAMIL,153,566.0,SPRF-GO,DEL03-GO,UOP01-DEL03-GO
6753,MG,FRANCISCO SA,251,470.0,SPRF-MG,DEL12-MG,UOP01-DEL12-MG
6754,PB,RIO TINTO,101,27.0,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
6755,PE,JABOATAO DOS GUARARAPES,101,78.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
6756,ES,LINHARES,101,141.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
6757,PR,CURITIBA,277,81.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
6758,BA,SANTO ANTONIO DE JESUS,101,264.0,SPRF-BA,DEL11-BA,UOP01-DEL11-BA
6759,MG,SANTO ANTONIO DO AMPARO,381,642.0,SPRF-MG,DEL04-MG,UOP01-DEL04-MG
6760,SC,NOVA ERECHIM,282,568.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
6761,PR,FOZ DO IGUACU,277,7.0,SPRF-PR,DEL05-PR,UOP04-DEL05-PR
6762,GO,ANAPOLIS,60,92.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
6763,SE,ITAPORANGA DAJUDA,101,116.0,SPRF-SE,DEL02-SE,UOP01-DEL02-SE
6764,MA,BALSAS,230,405.0,SPRF-MA,DEL05-MA,UOP01-DEL05-MA
6765,RO,JI-PARANA,364,341.0,SPRF-RO,DEL02-RO,UOP01-DEL02-RO
6766,PB,ALHANDRA,101,104.0,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
6767,RJ,SAO JOAO DE MERITI,116,177.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
6768,SP,UBATUBA,101,16.0,SPRF-SP,DEL06-SP,UOP01-DEL06-SP
6769,PR,ARARUNA,272,380.0,SPRF-PR,DEL09-PR,UOP03-DEL09-PR
6770,PE,PETROLINA,428,187.0,SPRF-PE,DEL06-PE,UOP01-DEL06-PE
6771,SC,JARAGUA DO SUL,280,72.0,SPRF-SC,DEL03-SC,UOP03-DEL03-SC
6772,PE,SALGUEIRO,232,0.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
6773,RS,CANOAS,116,0.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
6774,RJ,ITAGUAI,493,122.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
6775,RS,JAGUARI,287,367.0,SPRF-RS,DEL12-RS,UOP02-DEL12-RS
6776,RS,CAPAO DO LEAO,116,530.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
6777,RS,ERECHIM,480,0.0,SPRF-RS,DEL08-RS,UOP04-DEL08-RS
6778,SC,FAXINAL DOS GUEDES,282,584.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
6779,RO,ALTO PARAISO,364,540.0,SPRF-RO,DEL03-RO,UOP01-DEL03-RO
6780,BA,VITORIA DA CONQUISTA,116,7.0,SPRF-BA,DEL08-BA,UOP01-DEL08-BA
6781,PR,LONDRINA,369,152.0,SPRF-PR,DEL07-PR,UOP01-DEL07-PR
6782,SE,ITAPORANGA DAJUDA,101,120.0,SPRF-SE,DEL02-SE,UOP01-DEL02-SE
6783,RJ,BARRA DO PIRAI,393,258.0,SPRF-RJ,DEL05-RJ,UOP04-DEL05-RJ
6784,RS,CAMAQUA,116,393.0,SPRF-RS,DEL02-RS,UOP02-DEL02-RS
6785,AC,MANCIO LIMA,0,0.0,SPRF-AC,DEL01-AC,UOP03-DEL01-AC
6786,BA,CAPIM GROSSO,324,355.0,SPRF-BA,DEL04-BA,UOP02-DEL04-BA
6787,MT,PONTES E LACERDA,174,1.0,SPRF-MT,DEL03-MT,UOP01-DEL03-MT
6788,PA,SANTA MARIA DO PARA,316,112.0,SPRF-PA,DEL01-PA,UOP02-DEL01-PA
6789,ES,LINHARES,101,143.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
6790,MG,UBERABA,262,0.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
6791,BA,NOVA ITARANA,116,584.0,SPRF-BA,DEL03-BA,UOP02-DEL03-BA
6792,MT,JUSCIMEIRA,364,248.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
6793,PR,LONDRINA,369,143.0,SPRF-PR,DEL07-PR,UOP01-DEL07-PR
6794,RS,NOVA PRATA,470,0.0,SPRF-RS,DEL06-RS,UOP02-DEL06-RS
6795,PR,APUCARANA,376,227.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
6796,SC,CUNHA PORA,158,0.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
6797,GO,ABADIANIA,60,64.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
6798,MG,POUSO ALEGRE,381,847.0,SPRF-MG,DEL16-MG,UOP01-DEL16-MG
6799,RS,CAPAO DO LEAO,392,1.0,SPRF-RS,DEL07-RS,UOP01-DEL07-RS
6800,AL,INHAPI,423,37.0,SPRF-AL,DEL03-AL,UOP02-DEL03-AL
6801,SC,CAMBORIU,101,133.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
6802,SP,LORENA,116,51.0,SPRF-SP,DEL08-SP,UOP02-DEL08-SP
6803,MA,ALTO ALEGRE DO MARANHAO,316,401.0,SPRF-MA,DEL03-MA,UOP01-DEL03-MA
6804,RJ,ITATIAIA,485,1.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
6805,RJ,QUEIMADOS,116,195.0,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ
6806,MS,CAMPO GRANDE,262,0.0,SPRF-MS,DEL01-MS,UOP01-DEL01-MS
6807,BA,SEABRA,242,407.0,SPRF-BA,DEL06-BA,UOP01-DEL06-BA
6808,PB,CAJAZEIRAS,230,501.0,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
6809,SC,PINHALZINHO,282,587.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
6810,RN,MOSSORO,304,24.0,SPRF-RN,DEL04-RN,UOP02-DEL04-RN
6811,BA,URUCUCA,101,467.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
6812,GO,ITAPIRAPUA,70,294.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6813,PR,PAULA FREITAS,476,349.0,SPRF-PR,DEL02-PR,UOP03-DEL02-PR
6814,RJ,ITAGUAI,101,385.0,SPRF-RJ,DEL03-RJ,UOP01-DEL03-RJ
6815,MS,SIDROLANDIA,60,424.0,SPRF-MS,DEL01-MS,UOP04-DEL01-MS
6816,RJ,ANGRA DOS REIS,101,459.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
6817,AL,PORTO REAL DO COLEGIO,101,242.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
6818,MG,PERIQUITO,381,197.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
6819,RO,CACOAL,364,236.0,SPRF-RO,DEL02-RO,UOP02-DEL02-RO
6820,RS,CACHOEIRA DO SUL,290,0.0,SPRF-RS,DEL02-RS,UOP03-DEL02-RS
6821,SP,OCAUCU,153,274.0,SPRF-SP,DEL07-SP,UOP02-DEL07-SP
6822,SC,CANOINHAS,280,236.0,SPRF-SC,DEL06-SC,UOP04-DEL06-SC
6823,PB,SANTA LUZIA,230,286.0,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
6824,MG,CAMPOS ALTOS,262,0.0,SPRF-MG,DEL08-MG,UOP02-DEL08-MG
6825,SC,PESCARIA BRAVA,101,0.0,SPRF-SC,DEL02-SC,UOP01-DEL02-SC
6826,GO,ANAPOLIS,60,97.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
6827,AP,MACAPA,210,35.0,SPRF-AP,DEL01-AP,UOP01-DEL01-AP
6828,PE,QUIPAPA,104,0.0,SPRF-PE,DEL02-PE,UOP01-DEL02-PE
6829,BA,CATU,110,385.0,SPRF-BA,DEL01-BA,UOP01-DEL01-BA
6830,SC,SAUDADES,282,595.0,SPRF-SC,DEL07-SC,UOP02-DEL07-SC
6831,ES,SAO MATEUS,101,66.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
6832,GO,JATAI,364,185.0,SPRF-GO,DEL05-GO,UOP01-DEL05-GO
6833,MS,DOURADOS,463,24.0,SPRF-MS,DEL04-MS,UOP03-DEL04-MS
6834,SP,SANTA ISABEL,116,194.0,SPRF-SP,DEL01-SP,UOP01-DEL01-SP
6835,SC,PONTE ALTA,470,0.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6836,PB,QUEIMADAS,104,155.0,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
6837,MG,UBERABA,50,154.0,SPRF-MG,DEL13-MG,UOP01-DEL13-MG
6838,RJ,PARATY,101,570.0,SPRF-RJ,DEL03-RJ,UOP04-DEL03-RJ
6839,RO,PRESIDENTE MEDICI,364,319.0,SPRF-RO,DEL02-RO,UOP01-DEL02-RO
6840,PE,SERTANIA,232,280.0,SPRF-PE,DEL04-PE,UOP02-DEL04-PE
6841,MS,TRES LAGOAS,158,279.0,SPRF-MS,DEL07-MS,UOP01-DEL07-MS
6842,PE,PETROLINA,407,0.0,SPRF-PE,DEL06-PE,UOP02-DEL06-PE
6843,MS,BELA VISTA,60,0.0,SPRF-MS,DEL05-MS,UOP01-DEL05-MS
6844,BA,FEIRA DE SANTANA,116,423.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
6845,AL,CAMPO ALEGRE,101,0.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
6846,SC,ITAPEMA,101,132.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
6847,PE,BELO JARDIM,232,182.0,SPRF-PE,DEL03-PE,UOP02-DEL03-PE
6848,MA,PORTO FRANCO,10,151.0,SPRF-MA,DEL04-MA,UOP02-DEL04-MA
6849,PR,PIRAQUARA,116,80.0,SPRF-PR,DEL01-PR,UOP02-DEL01-PR
6850,RR,CANTA,401,21.0,SPRF-RR,DEL01-RR,UOP01-DEL01-RR
6851,MG,JUATUBA,262,360.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
6852,RJ,CASIMIRO DE ABREU,101,197.0,SPRF-RJ,DEL08-RJ,UOP04-DEL08-RJ
6853,PE,FLORESTA,316,0.0,SPRF-PE,DEL04-PE,UOP03-DEL04-PE
6854,GO,VARJAO,60,0.0,SPRF-GO,DEL01-GO,UOP02-DEL01-GO
6855,SC,GASPAR,470,41.0,SPRF-SC,DEL04-SC,UOP01-DEL04-SC
6856,PI,PICOS,316,0.0,SPRF-PI,DEL04-PI,UOP01-DEL04-PI
6857,RJ,RESENDE,116,313.0,SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ
6858,PR,JAPIRA,153,90.0,SPRF-PR,DEL07-PR,UOP04-DEL07-PR
6859,SP,ATIBAIA,381,39.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
6860,SP,SAO PAULO,381,73.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
6861,PR,CURITIBA,376,599.0,SPRF-PR,DEL01-PR,UOP03-DEL01-PR
6862,SC,SAO CRISTOVAO DO SUL,470,236.0,SPRF-SC,DEL05-SC,UOP03-DEL05-SC
6863,RN,SAO JOSE DE MIPIBU,101,112.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
6864,RN,TANGARA,226,0.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
6865,RN,MOSSORO,110,45.0,SPRF-RN,DEL04-RN,UOP01-DEL04-RN
6866,PR,CORONEL VIVIDA,158,0.0,SPRF-PR,DEL02-PR,UOP01-DEL02-PR
6867,PR,SAO JOSE DOS PINHAIS,277,71.0,SPRF-PR,DEL01-PR,UOP07-DEL01-PR
6868,MS,PARAISO DAS AGUAS,60,53.0,SPRF-MS,DEL08-MS,UOP01-DEL08-MS
6869,RJ,TANGUA,101,272.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
6870,MG,UBERLANDIA,50,73.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
6871,SC,PORTO BELO,101,154.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
6872,PB,SAO MIGUEL DE TAIPU,230,65.0,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
6873,RS,SANTA MARIA,287,253.0,SPRF-RS,DEL09-RS,UOP01-DEL09-RS
6874,PA,IPIXUNA DO PARA,10,216.0,SPRF-PA,DEL02-PA,UOP01-DEL02-PA
6875,PE,GARANHUNS,423,93.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
6876,MG,SANTO ANTONIO DO AMPARO,381,651.0,SPRF-MG,DEL04-MG,UOP02-DEL04-MG
6877,SE,MALHADA DOS BOIS,101,33.0,SPRF-SE,DEL02-SE,UOP02-DEL02-SE
6878,MS,VICENTINA,376,0.0,SPRF-MS,DEL04-MS,UOP01-DEL04-MS
6879,RS,TIRADENTES DO SUL,468,114.0,SPRF-RS,DEL08-RS,UOP02-DEL08-RS
6880,PR,MAUA DA SERRA,376,0.0,SPRF-PR,DEL07-PR,UOP02-DEL07-PR
6881,MT,ROSARIO OESTE,364,528.0,SPRF-MT,DEL01-MT,UOP01-DEL01-MT
6882,BA,BARREIRAS,135,186.0,SPRF-BA,DEL10-BA,UOP01-DEL10-BA
6883,MS,ANASTACIO,262,487.0,SPRF-MS,DEL03-MS,UOP01-DEL03-MS
6884,PE,CARUARU,104,61.0,SPRF-PE,DEL02-PE,UOP01-DEL02-PE
6885,PE,MORENO,232,32.0,SPRF-PE,DEL02-PE,UOP02-DEL02PE
6886,RJ,CAMPOS DOS GOYTACAZES,101,74.0,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ
6887,PR,CASCAVEL,277,596.0,SPRF-PR,DEL04-PR,UOP01-DEL04-PR
6888,PR,APUCARANA,376,239.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
6889,SP,BARRA DO TURVO,116,559.0,SPRF-SP,DEL05-SP,UOP02-DEL05-SP
6890,AL,TEOTONIO VILELA,101,169.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
6891,BA,CARAVELAS,101,0.0,SPRF-BA,DEL09-BA,UOP02-DEL09-BA
6892,PR,ARAPONGAS,369,194.0,SPRF-PR,DEL07-PR,UOP03-DEL07-PR
6893,BA,FEIRA DE SANTANA,324,515.0,SPRF-BA,DEL02-BA,UOP01-DEL02-BA
6894,MS,RIO BRILHANTE,163,320.0,SPRF-MS,DEL02-MS,UOP02-DEL02-MS
6895,MG,PARA DE MINAS,262,395.0,SPRF-MG,DEL01-MG,UOP03-DEL01-MG
6896,SC,AGRONOMICA,470,152.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6897,RJ,RIO BONITO,101,256.0,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ
6898,GO,RIO VERDE,60,376.0,SPRF-GO,DEL04-GO,UOP02-DEL04-GO
6899,AL,CAMPO ALEGRE,101,169.0,SPRF-AL,DEL02-AL,UOP02-DEL02-AL
6900,TO,BRASILANDIA DO TOCANTINS,153,287.0,SPRF-TO,DEL02-TO,UOP02-DEL02-TO
6901,RJ,BARRA DO PIRAI,393,277.0,SPRF-RJ,DEL05-RJ,UOP04-DEL05-RJ
6902,BA,JEQUIE,330,809.0,SPRF-BA,DEL03-BA,UOP01-DEL03-BA
6903,PE,SALGUEIRO,116,18.0,SPRF-PE,DEL05-PE,UOP01-DEL05-PE
6904,GO,COCALZINHO DE GOIAS,70,34.0,SPRF-DF,DEL03-DF,UOP02-DEL03-DF
6905,RN,BOM JESUS,226,0.0,SPRF-RN,DEL01-RN,UOP02-DEL01-RN
6906,RS,GARIBALDI,470,221.0,SPRF-RS,DEL06-RS,UOP01-DEL06-RS
6907,SP,PINDAMONHANGABA,116,85.0,SPRF-SP,DEL08-SP,UOP01-DEL08-SP
6908,RN,SAO GONCALO DO AMARANTE,101,84.0,SPRF-RN,DEL02-RN,UOP01-DEL02-RN
6909,RO,PORTO VELHO,364,715.0,SPRF-RO,DEL01-RO,UOP01-DEL01-RO
6910,TO,WANDERLANDIA,153,120.0,SPRF-TO,DEL02-TO,UOP01-DEL02-TO
6911,SC,IBIRAMA,470,123.0,SPRF-SC,DEL04-SC,UOP02-DEL04-SC
6912,MA,BACABEIRA,135,47.0,SPRF-MA,DEL01-MA,UOP01-DEL01-MA
6913,MS,DEODAPOLIS,376,86.0,SPRF-MS,DEL04-MS,UOP04-DEL04-MS
6914,MG,PARAOPEBA,40,439.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
6915,RS,OSORIO,0,0.0,SPRF-RS,DEL03-RS,UOP01-DEL03-RS
6916,BA,NOVA IBIA,101,381.0,SPRF-BA,DEL05-BA,UOP03-DEL05-BA
6917,BA,ALAGOINHAS,110,326.0,SPRF-BA,DEL01-BA,UOP04-DEL01-BA
6918,MG,PERIQUITO,381,190.0,SPRF-MG,DEL06-MG,UOP01-DEL06-MG
6919,CE,CAUCAIA,20,0.0,SPRF-CE,DEL01-CE,UOP01-DEL01-CE
6920,RJ,ITABORAI,101,298.0,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ
6921,PE,SAO LOURENCO DA MATA,408,0.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
6922,MG,CONSELHEIRO LAFAIETE,40,634.0,SPRF-MG,DEL05-MG,UOP02-DEL05-MG
6923,SC,PALHOCA,101,224.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
6924,MG,DOM CAVATI,116,480.0,SPRF-MG,DEL06-MG,UOP02-DEL06-MG
6925,SE,CRISTINAPOLIS,101,192.0,SPRF-SE,DEL02-SE,UOP03-DEL02-SE
6926,AL,SAO MIGUEL DOS CAMPOS,101,131.0,SPRF-AL,DEL02-AL,UOP01-DEL02-AL
6927,PR,LINDOESTE,163,158.0,SPRF-PR,DEL05-PR,UOP05-DEL05-PR
6928,RN,SAO JOSE DE MIPIBU,101,125.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
6929,DF,BRASILIA,20,12.0,SPRF-DF,DEL02-DF,UOP01-DEL02-DF
6930,PR,RIO AZUL,153,0.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
6931,RJ,SEROPEDICA,493,97.0,SPRF-RJ,DEL01-RJ,UOP03-DEL01-RJ
6932,MG,PARACATU,40,4.0,SPRF-MG,DEL14-MG,UOP01-DEL14-MG
6933,RJ,ANGRA DOS REIS,101,490.0,SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ
6934,RS,ELDORADO DO SUL,290,113.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
6935,SC,SAO MIGUEL DO OESTE,163,78.0,SPRF-SC,DEL07-SC,UOP03-DEL07-SC
6936,MG,SETE LAGOAS,40,481.0,SPRF-MG,DEL02-MG,UOP01-DEL02-MG
6937,PI,FRANCISCO MACEDO,316,0.0,SPRF-PI,DEL04-PI,UOP03-DEL04-PI
6938,RJ,PIRAI,116,254.0,SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ
6939,SP,UBATUBA,101,30.0,SPRF-SP,DEL06-SP,UOP01-DEL06-SP
6940,ES,SERRA,101,8.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES
6941,PE,IPOJUCA,101,117.0,SPRF-PE,DEL01-PE,UOP03-DEL01-PE
6942,PB,CABEDELO,230,6.0,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
6943,SC,IMBITUBA,101,294.0,SPRF-SC,DEL02-SC,UOP03-DEL02-SC
6944,PI,MONSENHOR GIL,316,56.0,SPRF-PI,DEL01-PI,UOP02-DEL01-PI
6945,MT,SINOP,163,853.0,SPRF-MT,DEL06-MT,UOP02-DEL06-MT
6946,PB,UIRAUNA,405,0.0,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
6947,MT,JACIARA,364,266.0,SPRF-MT,DEL02-MT,UOP01-DEL02-MT
6948,GO,ANAPOLIS,153,434.0,SPRF-GO,DEL02-GO,UOP01-DEL02-GO
6949,RS,GRAVATAI,290,68.0,SPRF-RS,DEL03-RS,UOP01-DEL03-RS
6950,RS,URUGUAIANA,472,573.0,SPRF-RS,DEL13-RS,UOP01-DEL13-RS
6951,SP,MAIRIPORA,381,61.0,SPRF-SP,DEL03-SP,UOP01-DEL03-SP
6952,BA,SAO JOSE DA VITORIA,101,0.0,SPRF-BA,DEL05-BA,UOP01-DEL05-BA
6953,GO,ITUMBIARA,452,184.0,SPRF-GO,DEL03-GO,UOP02-DEL03-GO
6954,RS,GRAVATAI,290,61.0,SPRF-RS,DEL03-RS,UOP01-DEL03-RS
6955,SC,PALHOCA,101,221.0,SPRF-SC,DEL01-SC,UOP02-DEL01-SC
6956,GO,CRISTALINA,40,106.0,SPRF-DF,DEL01-DF,UOP02-DEL01-DF
6957,RO,VILHENA,435,63.0,SPRF-RO,DEL04-RO,UOP02-DEL04-RO
6958,RN,NATAL,101,98.0,SPRF-RN,DEL01-RN,UOP01-DEL01-RN
6959,SP,GUAIMBE,153,0.0,SPRF-SP,DEL07-SP,UOP01-DEL07-SP
6960,MG,UBERLANDIA,50,7.0,SPRF-MG,DEL15-MG,UOP01-DEL15-MG
6961,SC,FLORIANOPOLIS,101,204.0,SPRF-SC,DEL01-SC,UOP01-DEL01-SC
6962,AC,CRUZEIRO DO SUL,307,186.0,SPRF-AC,DEL01-AC,UOP03-DEL01-AC
6963,AP,CALCOENE,156,598.0,SPRF-AP,DEL01-AP,UOP02-DEL01-AP
6964,MA,BALSAS,230,397.0,SPRF-MA,DEL05-MA,UOP01-DEL05-MA
6965,RS,PORTO ALEGRE,290,102.0,SPRF-RS,DEL01-RS,UOP01-DEL01-RS
6966,SP,SAO JOSE DO RIO PRETO,153,48.0,SPRF-SP,DEL09-SP,UOP01-DEL09-SP
6967,RS,QUARAI,293,442.0,SPRF-RS,DEL11-RS,UOP01-DEL11-RS
6968,PR,IMBITUVA,153,3.0,SPRF-PR,DEL08-PR,UOP02-DEL08-PR
6969,PE,GARANHUNS,424,95.0,SPRF-PE,DEL03-PE,UOP01-DEL03-PE
6970,RJ,DUQUE DE CAXIAS,40,96.0,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
6971,ES,ANCHIETA,101,348.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES
6972,RJ,ITAPERUNA,356,29.0,SPRF-RJ,DEL08-RJ,UOP03-DEL08-RJ
6973,RJ,TRES RIOS,40,22.0,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
6974,RJ,NOVA IGUACU,493,63.0,SPRF-RJ,DEL01-RJ,UOP03-DEL01-RJ
6975,RO,ITAPUA DO OESTE,364,614.0,SPRF-RO,DEL01-RO,UOP04-DEL01-RO
6976,BA,MURITIBA,101,203.0,SPRF-BA,DEL11-BA,UOP01-DEL11-BA
6977,ES,LINHARES,101,149.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES
6978,RS,ELDORADO DO SUL,290,117.0,SPRF-RS,DEL02-RS,UOP01-DEL02-RS
6979,PR,MORRETES,277,27.0,SPRF-PR,DEL01-PR,UOP05-DEL01-PR
6980,ES,SERRA,101,254.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES
6981,PE,RECIFE,101,77.0,SPRF-PE,DEL01-PE,UOP01-DEL01-PE
6982,PR,CONTENDA,476,168.0,SPRF-PR,DEL01-PR,UOP06-DEL01-PR
6983,PI,PARNAIBA,343,16.0,SPRF-PI,DEL05-PI,UOP01-DEL05-PI
6984,PR,CONSELHEIRO MAIRINCK,153,0.0,SPRF-PR,DEL07-PR,UOP04-DEL07-PR
6985,MG,PATROCINIO,365,455.0,SPRF-MG,DEL10-MG,UOP01-DEL10-MG
6986,SC,CAMBORIU,101,132.0,SPRF-SC,DEL04-SC,UOP03-DEL04-SC
6987,PR,ANDIRA,369,36.0,SPRF-PR,DEL07-PR,UOP05-DEL07-PR
